INST_TEMP_ID,temp_id,WESTERN_NAME,CHINESE_NAME_HANZI,Shortened Chinese Name,Chinese_name_rom,Parent Org ID,Parent Org Name,CHINESE_ALT_NAME_HANZI,CATEGORY,SUBCATEGORY,GENDER_SERVED,AFFILIATION,CHRISTIAN TRADITION,Religious Family,RECORDED PLACE,GEOCODE,NOTES,SOURCE
上海中華基督教衛理公會辦公室,TN_0081,Office of Shanghai Methodist Church,上海中華基督教衛理公會辦公室,,shànghǎi zhōnghuá jīdūjiào wèilǐ gōnghuìbàn gōngshì,C_30003,The Methodist Church ,,Ecclesial,,,,Protestant,Methodist,,Y_1502,,
上海衛理公會景林堂,TN_0082,Methodist Jinglin Church (Shanghai) ,上海衛理公會景林堂,,shànghǎi wèilǐ gōnghuì jǐnglíntáng,C_30003,The Methodist Church ,Young Allen Church (Shanghai) ,Ecclesial,Church,,,Protestant,Methodist,,Y_1502,,
上海衛理公會海涵堂,TN_0083,Methodist Haihan Church (Shanghai),上海衛理公會海涵堂,,shànghǎi wèilǐ gōnghuì hǎihán táng,C_30003,The Methodist Church ,Haygood Memorial Church,Ecclesial,Church,,,Protestant,Methodist,,Y_1502,,
上海衛理公會景文堂,TN_0084,Methodist Jingwen Church (Shanghai),上海衛理公會景文堂,,shànghǎi wèilǐ gōnghuì jǐngwéntáng,C_30003,The Methodist Church ,Peart Memorial Church (Shanghai),Ecclesial,Church,,,Protestant,Methodist,,Y_1502,,
上海衛理公會閘北衛理堂辦公室,TN_0085,Office of Zhapei Methodist Church (Shanghai),上海衛理公會閘北衛理堂辦公室,,shànghǎi wèilǐ gōnghuì zháběiwèilǐtáng bàn gōngshì,C_30003,The Methodist Church ,Office of Chapel Methodist Church (Shanghai),Ecclesial,,,,Protestant,Methodist,,Y_1505,,
江蘇奉賢衛理公會辦公室,TN_0086,Fengxian Methodist Church Office (Kiangsu ),江蘇奉賢衛理公會辦公室,,jiāngsū fèngxiánwèilǐ gōnghuìbàn gōngshì,C_30003,The Methodist Church ,Fengxian Methodist Church Office (Jiangsu),Ecclesial,,,,Protestant,Methodist,,Y_1501,,
南京衛理公會城中會堂,TN_0087,Methodist Chengzhong Church (Nanjing),南京衛理公會城中會堂,,nánjīng wèilǐ gōnghuì chéngzhōng huìtáng,C_30003,The Methodist Church ,,Ecclesial,Church,,,Protestant,Methodist,,Y_755,,
江蘇江寧鎮衛理公會辦公室,TN_0088,Jiangning Town Methodist Church Office (Kiangsu),江蘇江寧鎮衛理公會辦公室,,jiāngsūjiāngníngzhèn wèilǐ gōnghuìbàn gōngshì,C_30003,The Methodist Church ,Jiangning Town Methodist Church Office (Jiangsu),Ecclesial,,,,Protestant,Methodist,,Y_748,,
江蘇盛澤衛理公會辦公室,TN_0089,Shengze Methodist Church Office (Jiangsu),江蘇盛澤衛理公會辦公室,,jiāngsū shèngzéwèilǐ gōnghuìbàn gōngshì,C_30003,The Methodist Church ,Shengze Methodist Church Office (Kiangsu),Ecclesial,,,,Protestant,Methodist,,Y_775,,
江蘇瀏河衛理公會尊經堂,TN_0090,Liuhe Methodist Zunjing Church (Jiangsu),江蘇瀏河衛理公會尊經堂,,jiāngsū liúhé wèilǐ gōnghuì zūnjīngtáng,C_30003,The Methodist Church ,Liuho Methodist Zunjing Church (Kiangsu),Ecclesial,Church,,,Protestant,Methodist,,Y_774,,
浙江吳興衛理公會軋村耶穌堂,TN_0091,Methodist Yesu Church in Ya Village (Zhejiang),浙江吳興衛理公會軋村耶穌堂,,zhèjiāng wúxīngwèilǐ gōnghuì yà cūnyēsū táng,C_30003,The Methodist Church ,Methodist Jesus Church in Ya Village (Zhejiang),Ecclesial,Church,,,Protestant,Methodist,,Y_2809,,
浙江吳興衛理公會辦公室,TN_0092,Wuxing Methodist Church Office (Zhejiang),浙江吳興衛理公會辦公室,,zhèjiāng wúxīngwèilǐ gōnghuìbàn gōngshì,C_30003,The Methodist Church ,,Ecclesial,,,,Protestant,Methodist,,Y_2809,,
浙江吳興衛理公會善璉福音堂,TN_0093,Wuxing Methodist Shanlian Church (Zhejiang),浙江吳興衛理公會善璉福音堂,,zhèjiāng wúxīngwèilǐ gōnghuì shànliǎn fúyīn táng,C_30003,The Methodist Church ,,Ecclesial,Church,,,Protestant,Methodist,,Y_2808,,
安徽宣城衛理公會辦公室,TN_0094,Xuancheng Methodist Church Office (Anhui),安徽宣城衛理公會辦公室,,ānhuī xuānchéng wèilǐ gōnghuìbàn gōngshì,C_30003,The Methodist Church ,Xuancheng Methodist Church Office (Anhwei),Ecclesial,,,,Protestant,Methodist,,Y_82,,
安徽和縣衛理公會福音堂,TN_0095,He County Methodist Church (Anhui),安徽和縣衛理公會福音堂,,ānhuī hé xiànwèilǐ gōnghuì fúyīn táng,C_30003,The Methodist Church ,He County Methodist Church (Anhwei),Ecclesial,Church,,,Protestant,Methodist,,Y_105,,
安徽和縣濮家集基督教衛理公會辦公室,TN_0096,He County Pujiaji Methodist Church Office (Anhui),安徽和縣濮家集基督教衛理公會辦公室,,ānhuī hé xiàn pújiājí jīdūjiào wèilǐ gōnghuìbàn gōngshì,C_30003,The Methodist Church ,He County Pujiaji Christian Methodist Church Office (Anhwei),Ecclesial,,,,Protestant,Methodist,,Y_105,,
荻港衛理公會辦公室,TN_0097,Methodist Digang Church Office,荻港衛理公會辦公室,,dígǎng wèilǐ gōnghuìbàn gōngshì,C_30003,The Methodist Church ,,Ecclesial,,,,Protestant,Methodist,,Y_68,,
南潯衛理公會湖州教區辦公室,TN_0098,Huzhou Dioscean Office of Methodist Mission (Nanxun),南潯衛理公會湖州教區辦公室,,nánxún wèilǐ gōnghuì húzhōu jiàoqū bàn gōngshì,C_30003,The Methodist Church ,Huchow Dioscean Office of Methodist Missionary Society  (Nanxun),Ecclesial,,,,Protestant,Methodist,,Y_2808,,
九江衛理公會甘南堂,TN_0099,Gannan Methodist Church (Jiujiang),九江衛理公會甘南堂,,jiǔjiāng wèilǐ gōnghuì gānnán táng,C_30003,The Methodist Church ,,Ecclesial,Church,,,Protestant,Methodist,,F_308,,
江西臨川縣衛理公會婦女會辦公室,TN_0100,"Office of Methodist Women's Association（Linchuan County, Jiangxi） ",江西臨川縣衛理公會婦女會辦公室,,jiāngxī línchuānxiàn wèilǐ gōnghuìfù nǚhuìbàn gōngshì,C_30003,The Methodist Church ,,Ecclesial,,,,Protestant,Methodist,,Y_829,,
江西臨川縣衛理公會辦公室,TN_0101,Office of Linchuan County Methodist Church (Jiangxi）,江西臨川縣衛理公會辦公室,,jiāngxī línchuānxiàn wèilǐ gōnghuìbàn gōngshì,C_30003,The Methodist Church ,,Ecclesial,,,,Protestant,Methodist,,Y_829,,
衛理公會江西年會辦公室,TN_0102,The Methodist Church- Office of Jiangxi Annual Conference ,衛理公會江西年會辦公室,,wèilǐ gōnghuì jiāngxī niánhuìbàn gōngshì,C_30003,The Methodist Church ,Methodist Missionary Society- Office of Kiangsi Annual Conference ,Ecclesial,,,,Protestant,Methodist,,F_137,,
河北灤縣衛理公會榛子鎮牧區辦公室,TN_0103,Office of Zhenzi Town Diocese- Luan County Methodist Church（Hebei） ,河北灤縣衛理公會榛子鎮牧區辦公室,,héběi luánxiàn wèilǐ gōnghuì zhēnzi zhènmùqū bàn gōngshì,C_30003,The Methodist Church ,,Ecclesial,,,,Protestant,Methodist,,Y_373,,
河北楊柳青衛理公會福音堂,TN_0104,Yangliuqing Methodist Church (Hebei） ,河北楊柳青衛理公會福音堂,,héběi yáng liǔqīng wèilǐ gōnghuì fúyīn táng,C_30003,The Methodist Church ,,Ecclesial,Church,,,Protestant,Methodist,,Y_1828,,
重慶衛理公會思恩堂,TN_0105,Sien Methodist Church (Chongqing),重慶衛理公會思恩堂,,zhòngqìngwèilǐ gōnghuì sīēntáng,C_30003,The Methodist Church ,,Ecclesial,Church,,,Protestant,Methodist,,Y_2551,,
重慶山洞衛理公會福音堂,TN_0106,Shandong Methodist Church (Chongqing),重慶山洞衛理公會福音堂,,chóngqìng shāndòng wèilǐ gōnghuì fúyīn táng,C_30003,The Methodist Church ,,Ecclesial,Church,,,Protestant,Methodist,,Y_2538,,
成都衛理公會辦公室,TN_0107,Office of Methodist Church (Chengdu),成都衛理公會辦公室,,chéngdū wèilǐ gōnghuìbàn gōngshì,C_30003,The Methodist Church ,,Ecclesial,,,,Protestant,Methodist,,Y_1195,,
上海中華聖公會救主堂,TN_0108,Chinese Branch of the Anglican Communion- Jiuzhu Church (Shanghai) ,上海中華聖公會救主堂,,shànghǎi zhōnghuáshèng gōnghuì jiùzhǔ táng,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Chinese Branch of the Anglican Communion- Church of Our Saviour(Shanghai); Anglican Communion in China- Church of Our Saviour(Shanghai); Anglican Communion in China- Jiuzhu Church (Shanghai)  ,Ecclesial,Church,,,Protestant,Anglican,,Y_1502,,
上海中華聖公會天恩堂,TN_0109,Chinese Branch of the Anglican Communion- Tianen Church(Shanghai),上海中華聖公會天恩堂,,shànghǎi zhōnghuáshèng gōnghuì tiānēn táng,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Chinese Branch of the Anglican Communion- Grace Church(Shanghai); Anglican Communion in China- Grace Church(Shanghai); Anglican Communion in China- Tianen Church(Shanghai),Ecclesial,Church,,,Protestant,Anglican,,Y_1503,,
上海聖公會覆活堂,TN_0110,Chinese Branch of the Anglican Communion- Fuhuo Church (Shanghai),上海聖公會覆活堂,,shànghǎi shènggōnghuì fù huótáng,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Chinese Branch of the Anglican Communion- Church of the Resurrection (Shanghai); Anglican Communion in China- Church of the Resurrection (Shanghai); Anglican Communion in China -Fuhuo Church (Shanghai) ,Ecclesial,Church,,,Protestant,Anglican,,Y_1512,,
寧波中華聖公會施公山雅各堂,TN_0111,Chinese Branch of the Anglican Communion- Shigongshan Yage Church (Ningpo),寧波中華聖公會施公山雅各堂,,níngbō zhōnghuáshèng gōnghuìshī gōngshān yǎgè táng,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Chinese Branch of the Anglican Communion- St. James Church Wu-Soong (Ningpo); Anglican Communion in China-St. James Church Wu-Soong (Ningpo); ,Ecclesial,Church,,,Protestant,Anglican,,Y_2836,,
廣州中華聖公會總部,TN_0112,Headquarter of Guangzhou Chinese Branch of the Anglican Communion,廣州中華聖公會總部,,guǎngzhōu zhōnghuáshèng gōnghuì zǒngbù,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Headquarter of Canton Chinese Guangzhou of the Anglican Communion; Headquarter of Guangzhou Anglican Communion in China ,Ecclesial,,,,Protestant,Anglican,,Y_2044,,
江西贛州虔先堂,TN_0113,Ganzhou Qianxian Church (Jiangxi) ,江西贛州虔先堂,,jiāngxī gànzhōu qiánxiāntáng,,,,Ecclesial,Church,,,Protestant,,,F_60,,
桂林市中華聖公會總部,TN_0114,Headquarter of Guilin Chinese Branch of the Anglican Communion ,桂林市中華聖公會總部,,guìlínshì zhōnghuáshèng gōnghuì zǒngbù,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Headquarter of Kweilin Chinese Branch of the Anglican Communion; Headquarter of Guilin Anglican Communion in China,Ecclesial,,,,Protestant,Anglican,,Y_2589,,
廣西興安中華聖公會湘桂教區興安教區辦公室,TN_0115,Office of Xingan Chinese Branch of Anglican Communion (Hunan and Guangxi Zhuang Autonomous Region Diocese) ,廣西興安中華聖公會湘桂教區興安教區辦公室,,guǎngxī xīngānzhōnghuá shènggōnghuì xiāngguì jiàoqū xīngānjiàoqū bàn gōngshì,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Office of Xingan Chinese Branch of Anglican Communion (Hunan-Guangxi Zhuang Autonomous Region Diocese) ,Ecclesial,,,,Protestant,Anglican,,Y_2596,,
北京中華聖公會救主堂,TN_0116,Chinese Branch of the Anglican Communion- Church of Our Saviour (Beijing),北京中華聖公會救主堂,,běijīng zhōnghuáshèng gōnghuì jiùzhǔ táng,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Chinese Branch of the Anglican Communion- Church of Our Saviour (Beijing),Ecclesial,Church,,,Protestant,Anglican,,Y_2513,,
北京中華聖公會北京區辦公室,TN_0117,Beijing Office of the Chinese Branch of the Anglican Communion ,北京中華聖公會北京區辦公室,,běijīng zhōnghuáshèng gōnghuì běijīng qūbàn gōngshì,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Beijing Office of the Chinese Branch of the Anglican Communion ,Ecclesial,,,,Protestant,Anglican,,Y_2513,,
蕪湖中華聖公會雅各堂,TN_0118,Chinese Branch of the Anglican Communion- Yage Church ,蕪湖中華聖公會雅各堂,,wú húzhōng huáshènggōnghuì yǎgè táng,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Anglican Communion in China-St. James Church ,Ecclesial,Church,,,Protestant,Anglican,,Y_69,,
安徽大通中華聖公會辦公室,TN_0119,Datong Office of the Chinese Branch of the Anglican Communion (Anhui),安徽大通中華聖公會辦公室,,ānhuī dàtōng zhōnghuáshèng gōnghuìbàn gōngshì,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Datong Office of the Anglican Communion in China(Anhwei),Ecclesial,,,,Protestant,Anglican,,Y_66,,
安徽棕陽中華聖公會辦公室,TN_0120,Office of Zongyang Chinese Branch of the Anglican Communion (Anhui),安徽棕陽中華聖公會辦公室,,ānhuī zōngyáng zhōnghuáshèng gōnghuìbàn gōngshì,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Office of Zongyang Anglican Communion in China (Anhui),Ecclesial,,,,Protestant,Anglican,,Y_67,,
安徽屯溪中華聖公會辦公室,TN_0121,Office of Tunxi Chinese Branch of the Anglican Communion (Anhui),安徽屯溪中華聖公會辦公室,,ānhuī túnxī zhōnghuáshèng gōnghuìbàn gōngshì,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Office of Tunxi Anglican Communion in China (Anhui),Ecclesial,,,,Protestant,Anglican,,Y_49,,
江西贛州中華聖公會辦公室,TN_0122,Office of Ganzhou Chinese Branch of the Anglican Communion (Jiangxi),江西贛州中華聖公會辦公室,,jiāngxī gànzhōu zhōnghuáshèng gōnghuìbàn gōngshì,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Office of Guanzhou Anglican Communion in China (Jiangxi),Ecclesial,,,,Protestant,Anglican,,F_60,,
江西吉安聖公會辦公室,TN_0123,Office of Ji'an Anglican Communion (Jiangxi),江西吉安聖公會辦公室,,jiāngxī jíān shènggōnghuì bàn gōngshì,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,,Ecclesial,,,,Protestant,Anglican,,F_96,,
漢陽中華聖公會天恩堂,TN_0124,Hanyang Chinese Branch of the Anglican Communion- Tianen Church,漢陽中華聖公會天恩堂,,hànyáng zhōnghuáshèng gōnghuì tiānēn táng,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Hanyang Chinese Branch of the Anglican Communion- Grace Church; Hanyang Anglican Communion in China- Grace Church ,Ecclesial,Church,,,Protestant,Anglican,,Y_133,,
武昌基督教聯合會辦公室,TN_0125,Office of Wuchang Christian Federation ,武昌基督教聯合會辦公室,,wǔchāng jīdūjiào liánhéhuì bàn gōngshì,,,,Ecclesial,,,,Protestant,,,Y_137,,
開封中華聖公會,TN_0126,Kaifeng Chinese Branch of the Anglican Communion,開封中華聖公會,,kāifēng zhōnghuáshèng gōnghuì,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Kaifeng Anglican Communion in China,Ecclesial,,,,Protestant,Anglican,,Y_2364,,
武昌中華聖公會聖救世主堂,TN_0127,Wuchang Chinese Branch of the Anglican Communion- Shen Jiushizhu Church ,武昌中華聖公會聖救世主堂,,wǔchāng zhōnghuáshèng gōnghuì shèng jiùshìzhǔ táng,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Wuchang Chinese Branch of the Anglican Communion- St.Savior Church; Wuchang Anglican Communion in China- St.Savior Church,Ecclesial,Church,,,Protestant,Anglican,,Y_137,,
武昌中華聖公會聖安得烈堂,TN_0128,Wuchang Chinese Branch of the Anglican Communion -Shen Andelie Church  ,武昌中華聖公會聖安得烈堂,,wǔchāng zhōnghuáshèng gōnghuì shèng āndéliè táng,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,Wuchang Chinese Branch of the Anglican Communion -St.Andrews Church  ,Ecclesial,Church,,,Protestant,Anglican,,Y_137,,
漢陽中華聖公會天道堂,TN_0129,Hanyang Chinese Branch of the Anglican Communion-Tiandao Church ,漢陽中華聖公會天道堂,,hànyáng zhōnghuáshèng gōnghuì tiāndào táng,C_000880,Anglican Communion in China; CHUNG HUA SHENG KUNG HUI,,Ecclesial,Church,,,Protestant,Anglican,,Y_133,,
